RSCI,Name_URL,URL,Player,URL2,college_nan,URL3,College,from,to,WS,m1,m2,m3,m4,m5,m6
21,Rawle Alkins (college),https://www.basketball-reference.com/players/a/alkinra01.html,Rawle Alkins,https://www.sports-reference.com/cbb/players/rawle-alkins-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=arizona,Arizona,2019,2019,-0.1,18,21,23,17,42,22
T21,Sacha Killeya-Jones (college),https://www.sports-reference.com/cbb/players/sacha-killeya-jones-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=kentucky,Kentucky,,,,26,24,27,24,18,24
23,Andrew Jones (college),https://www.sports-reference.com/cbb/players/andrew-jones-3.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=texas,Texas,,,,28,29,19,22,20,31
24,Kobi Simmons (college),https://www.basketball-reference.com/players/s/simmoko01.html,Kobi Simmons,https://www.sports-reference.com/cbb/players/kobi-simmons-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=arizona,Arizona,2018,2019,-0.2,22,20,32,23,26,28
25,V.J. King (college),https://www.basketball-reference.com/players/k/kingvj01.html,V.J. King,https://www.sports-reference.com/cbb/players/vj-king-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=louisville,Louisville,,,,25,23,20,26,31,27
26,Bruce Brown (college),https://www.basketball-reference.com/players/b/brownbr01.html,Bruce Brown,https://www.sports-reference.com/cbb/players/bruce-brown-2.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=miamifl,Miami (FL),2019,2020,3.6,29,26,28,30,28,30
27,Dewan Hernandez (college),https://www.basketball-reference.com/players/h/hernade01.html,Dewan Hernandez,https://www.sports-reference.com/cbb/players/dewan-huell-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=miamifl,Miami (FL),2020,2020,0.0,27,28,29,28,37,29
28,Zach Collins (college),https://www.basketball-reference.com/players/c/colliza01.html,Zach Collins,https://www.sports-reference.com/cbb/players/zach-collins-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=gonzaga,Gonzaga,2018,2020,3.9,35,37,38,21,17,32
29,Cassius Winston (college),https://www.sports-reference.com/cbb/players/cassius-winston-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=michiganst,Michigan State,,,,33,31,30,29,25,33
30,Alterique Gilbert (college),https://www.sports-reference.com/cbb/players/alterique-gilbert-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=uconn,UConn,,,,31,30,31,34,32,34
31,Tyus Battle (college),https://www.sports-reference.com/cbb/players/tyus-battle-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=syracuse,Syracuse,,,,32,35,33,33,30,36
32,Kyle Guy (college),https://www.basketball-reference.com/players/g/guyky01.html,Kyle Guy,https://www.sports-reference.com/cbb/players/kyle-guy-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=virginia,Virginia,2020,2020,0.0,30,27,42,43,29,37
33,Udoka Azubuike (college),https://www.sports-reference.com/cbb/players/udoka-azubuike-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=kansas,Kansas,,,,24,22,34,31,74,35
34,Ike Anigbogu (college),https://www.basketball-reference.com/players/a/anigbik01.html,Ike Anigbogu,https://www.sports-reference.com/cbb/players/ike-anigbogu-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=ucla,UCLA,2018,2019,0.0,60,60,17,25,23,47
35,Javin DeLaurier (college),https://www.sports-reference.com/cbb/players/javin-delaurier-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=duke,Duke,,,,41,44,41,39,33,39
36,Shamorie Ponds (college),https://www.basketball-reference.com/players/p/pondssh01.html,Shamorie Ponds,https://www.sports-reference.com/cbb/players/shamorie-ponds-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=stjohns,St. John's,2020,2020,0.1,37,36,51,32,43,45
37,Thon Maker,https://www.basketball-reference.com/players/m/makerth01.html,Thon Maker,,,,,2017,2020,6.3,6,,9,,21,10
38,Kameron McGusty (college),https://www.sports-reference.com/cbb/players/kameron-mcgusty-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=oklahoma,Oklahoma,,,,36,46,35,51,40,42
39,Sam Cunliffe (college),https://www.sports-reference.com/cbb/players/sam-cunliffe-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=arizonast,Arizona State,,,,42,41,45,36,49,38
RSCI,,,,,,,,,,,,,,,,
40,Amir Coffey (college),https://www.basketball-reference.com/players/c/coffeam01.html,Amir Coffey,https://www.sports-reference.com/cbb/players/amir-coffey-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=minnesota,Minnesota,2020,2020,0.1,34,32,39,52,57,49
T40,Seventh Woods (college),https://www.sports-reference.com/cbb/players/seventh-woods-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=unc,UNC,,,,39,58,40,42,36,48
40,De'Ron Davis (college),https://www.sports-reference.com/cbb/players/deron-davis-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=indiana,Indiana,,,,48,51,44,35,45,40
43,Tony Carr (college),https://www.basketball-reference.com/players/c/carrto01.html,Tony Carr,https://www.sports-reference.com/cbb/players/tony-carr-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=pennst,Penn State,,,,43,42,37,46,46,51
44,Nick Ward (college),https://www.sports-reference.com/cbb/players/nick-ward-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=michiganst,Michigan State,,,,40,39,48,41,58,41
45,Payton Pritchard (college),https://www.sports-reference.com/cbb/players/payton-pritchard-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=oregon,Oregon,,,,45,54,52,49,39,54
46,Ty Jerome (college),https://www.basketball-reference.com/players/j/jeromty01.html,Ty Jerome,https://www.sports-reference.com/cbb/players/ty-jerome-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=virginia,Virginia,2020,2020,0.0,53,43,54,53,50,43
47,De'Riante Jenkins (college),https://www.sports-reference.com/cbb/players/deriante-jenkins-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=vcu,Virginia Commonwealth,,,,51,59,43,44,62,44
48,Mario Kegler (college),https://www.sports-reference.com/cbb/players/mario-kegler-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=missst,Mississippi State,,,,49,47,60,48,53,52
49,Dennis Smith (college),https://www.basketball-reference.com/players/s/smithde03.html,Dennis Smith,https://www.sports-reference.com/cbb/players/dennis-smithjr-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=ncstate,NC State,2018,2020,-1.6,,,10,,4,7
50,Juwan Durham (college),https://www.sports-reference.com/cbb/players/juwan-durham-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=uconn,UConn,,,,52,52,63,47,63,50
51,Robert Williams (college),https://www.basketball-reference.com/players/w/williro04.html,Robert Williams,https://www.sports-reference.com/cbb/players/robert-williams-3.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=texasam,Texas A&M,2019,2020,3.2,55,50,46,67,51,60
52,Schnider Herard (college),https://www.sports-reference.com/cbb/players/schnider-herard-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=missst,Mississippi State,,,,57,64,47,37,87,46
53,Kevin Huerter (college),https://www.basketball-reference.com/players/h/huertke01.html,Kevin Huerter,https://www.sports-reference.com/cbb/players/kevin-huerter-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=maryland,Maryland,2019,2020,3.0,44,49,61,59,65,64
54,Zavier Simpson (college),https://www.sports-reference.com/cbb/players/zavier-simpson-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=michigan,Michigan,,,,50,48,57,65,60,66
55,Dejon Jarreau (college),https://www.sports-reference.com/cbb/players/dejon-jarreau-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=umass,UMass,,,,71,63,67,38,56,53
56,Braxton Key (college),https://www.sports-reference.com/cbb/players/braxton-key-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=alabama,Alabama,,,,47,33,82,64,67,57
57,Anthony Cowan (college),https://www.sports-reference.com/cbb/players/anthony-cowan-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=maryland,Maryland,,,,63,62,58,45,69,61
58,Charlie Moore (college),https://www.sports-reference.com/cbb/players/charlie-moore-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=california,California,,,,66,61,65,55,48,71
59,Jaylen Fisher (college),https://www.sports-reference.com/cbb/players/jaylen-fisher-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=txchrist,TCU,,,,46,34,90,57,76,68
RSCI,,,,,,,,,,,,,,,,
60,Matthew Moyer (college),https://www.sports-reference.com/cbb/players/matthew-moyer-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=syracuse,Syracuse,,,,67,74,71,40,54,67
61,Jay Huff (college),https://www.sports-reference.com/cbb/players/jay-huff-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=virginia,Virginia,,,,78,73,84,50,34,58
62,Brendan Bailey (college),https://www.sports-reference.com/cbb/players/brendan-bailey-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=marquette,Marquette,,,,61,,50,54,35,91
63,Tyler Cook (college),https://www.basketball-reference.com/players/c/cookty01.html,Tyler Cook,https://www.sports-reference.com/cbb/players/tyler-cook-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=iowa,Iowa,2020,2020,0.2,38,38,99,74,72,72
64,James Banks (college),https://www.sports-reference.com/cbb/players/james-banks-2.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=texas,Texas,,,,59,57,49,83,84,63
65,Brandon Robinson (college),https://www.sports-reference.com/cbb/players/brandon-robinson-2.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=unc,UNC,,,,65,56,56,76,83,59
66,Derek Funderburk (college),https://www.sports-reference.com/cbb/players/derek-funderburk-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=ohiost,Ohio State,,,,56,66,53,77,73,73
67,Jarron Cumberland (college),https://www.sports-reference.com/cbb/players/jarron-cumberland-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=cincy,Cincinnati,,,,72,55,72,61,89,55
68,JJ Caldwell (college),https://www.sports-reference.com/cbb/players/jj-caldwell-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=texasam,Texas A&M,,,,83,89,55,58,70,65
69,Trent Forrest (college),https://www.sports-reference.com/cbb/players/trent-forrest-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=floridast,Florida State,,,,54,45,95,68,90,69
70,Vance Jackson (college),https://www.sports-reference.com/cbb/players/vance-jackson-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=uconn,UConn,,,,58,78,79,80,52,78
71,Markus Howard (college),https://www.sports-reference.com/cbb/players/markus-howard-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=marquette,Marquette,,,,84,84,77,73,41,70
72,Lauri Markkanen (college),https://www.basketball-reference.com/players/m/markkla01.html,Lauri Markkanen,https://www.sports-reference.com/cbb/players/lauri-markkanen-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=arizona,Arizona,2018,2020,8.7,,,26,,,21
73,Omer Yurtseven (college),https://www.sports-reference.com/cbb/players/omer-yurtseven-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=ncstate,NC State,,,,,,26,,,25
74,De'Andre Hunter (college),https://www.basketball-reference.com/players/h/huntede01.html,De'Andre Hunter,https://www.sports-reference.com/cbb/players/deandre-hunter-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=virginia,Virginia,2020,2020,0.1,73,72,,60,59,92
75,Jonah Mathews (college),https://www.sports-reference.com/cbb/players/jonah-matthews-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=usc,USC,,,,76,79,62,82,80,80
76,Curtis Jones (college),https://www.sports-reference.com/cbb/players/curtis-jones-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=indiana,Indiana,,,,68,40,,69,,85
77,Quentin Goodin (college),https://www.sports-reference.com/cbb/players/quentin-goodin-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=xavier,Xavier,,,,88,92,68,75,68,79
78,Temple Gibbs (college),https://www.sports-reference.com/cbb/players/temple-gibbs-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=notredame,Notre Dame,,,,80,80,,62,66,88
79,Mark Vital (college),https://www.sports-reference.com/cbb/players/mark-vital-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=baylor,Baylor,,,,64,70,,78,82,89
RSCI,,,,,,,,,,,,,,,,
80,Yoeli Childs (college),https://www.sports-reference.com/cbb/players/yoeli-childs-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=byu,BYU,,,,62,53,,71,,
T80,Romello White (college),https://www.sports-reference.com/cbb/players/romello-white-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=arizonast,Arizona State,,,,81,77,81,87,86,77
80,Tyree Crump (college),https://www.sports-reference.com/cbb/players/tyree-crump-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=georgia,Georgia,,,,93,82,93,66,79,76
83,Lamar Peters (college),https://www.basketball-reference.com/players/p/peterla01.html,Lamar Peters,https://www.sports-reference.com/cbb/players/lamar-peters-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=missst,Mississippi State,,,,85,,73,81,55,97
84,Taurean Thompson (college),https://www.sports-reference.com/cbb/players/taurean-thompson-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=syracuse,Syracuse,,,,75,75,85,84,,75
85,Tyson Carter (college),https://www.sports-reference.com/cbb/players/tyson-carter-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=missst,Mississippi State,,,,,,80,70,47,98
86,Jaquori McLaughlin (college),https://www.sports-reference.com/cbb/players/jaquori-mclaughlin-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=oregonst,Oregon State,,,,,,89,72,44,96
87,Jared Harper (college),https://www.basketball-reference.com/players/h/harpeja01.html,Jared Harper,https://www.sports-reference.com/cbb/players/jared-harper-12.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=auburn,Auburn,2020,2020,0.0,94,96,,56,64,93
88,Markell Johnson (college),https://www.sports-reference.com/cbb/players/markell-johnson-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=ncstate,NC State,,,,77,,66,,98,62
89,Gavin Baxter (college),https://www.sports-reference.com/cbb/players/gavin-baxter-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=byu,BYU,,,,,,69,63,75,
90,M.J. Cage (college),https://www.sports-reference.com/cbb/players/mj-cage-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=oregon,Oregon,,,,98,,76,79,61,100
91,Eli Wright (college),https://www.sports-reference.com/cbb/players/eli-wright-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=missst,Mississippi State,,,,,65,78,92,,81
92,Justin Jackson (college),https://www.basketball-reference.com/players/j/jacksju02.html,Justin Jackson,https://www.sports-reference.com/cbb/players/justin-jackson-5.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=maryland,Maryland,,,,,,36,,,83
93,Bruno Fernando (college),https://www.basketball-reference.com/players/f/fernabr01.html,Bruno Fernando,https://www.sports-reference.com/cbb/players/bruno-fernando-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=maryland,Maryland,2020,2020,0.8,86,71,,,,74
