Field13,Field,Field1,Field2,Field3,Field4,Field5,Field6,Field7,Field8,Field9,Field10,Field11,sortcell,Field12,EWA,Field14,Player
Select Year,Hollinger Stats - Estimated Wins Added - All Players,,,,,,,,,,,,,,,,
Select Year,RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
2004-05 Regular Season,,"Greg Ostertag, SAC",56,9.9,0.432,22.9,14.8,9.6,11,22.5,16.8,10,-0.2,-7.3,-0.2,http://insider.espn.go.com/nba/players/hollinger?playerId=622,Greg Ostertag
2004-05 Regular Season,390,"Eddie Gill, IND",73,14,0.484,19.7,14.3,14.9,2,11,6.5,9.49,-0.3,-7.7,-0.3,http://insider.espn.go.com/nba/players/hollinger?playerId=270,Eddie Gill
2004-05 Regular Season,RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
2004-05 Regular Season,,"Sasha Pavlovic, CLE",65,13.3,0.516,12.2,11.7,17.2,2,7.8,4.9,9.07,-0.3,-7.7,-0.3,http://insider.espn.go.com/nba/players/hollinger?playerId=2172,Sasha Pavlovic
2004-05 Regular Season,,"Lindsey Hunter, DET",76,15.1,0.435,24.7,12.9,16,4,8.6,6.3,9.6,-0.3,-7.9,-0.3,http://insider.espn.go.com/nba/players/hollinger?playerId=359,Lindsey Hunter
2004-05 Regular Season,,"Anfernee Hardaway, NY",37,24.2,0.48,18.3,12.4,16,2,9.3,5.8,8.99,-0.3,-8.1,-0.3,http://insider.espn.go.com/nba/players/hollinger?playerId=302,Anfernee Hardaway
2004-05 Regular Season,,"Kevin Willis, ATL",29,11.9,0.434,7.3,12.1,13.7,9,16.8,12.9,8.01,-0.3,-8.1,-0.3,http://insider.espn.go.com/nba/players/hollinger?playerId=937,Kevin Willis
2004-05 Regular Season,,"Eric Williams, NJ/TOR",55,24,0.529,16.6,10.9,15.5,4,11.1,7.7,10.69,-0.3,-8.3,-0.3,http://insider.espn.go.com/nba/players/hollinger?playerId=929,Eric Williams
2004-05 Regular Season,,"Rod Strickland, HOU",16,12.3,0.295,38.1,15.6,16,2,13.9,8,4.61,-0.3,-8.3,-0.3,http://insider.espn.go.com/nba/players/hollinger?playerId=818,Rod Strickland
2004-05 Regular Season,,"Pape Sow, TOR",27,9.4,0.444,2.4,12.2,12.4,8,17.6,12.7,7.78,-0.3,-8.4,-0.3,http://insider.espn.go.com/nba/players/hollinger?playerId=2446,Pape Sow
2004-05 Regular Season,,"John Thomas, MIN",44,11.8,0.522,12,12.7,10.2,9,12.2,10.6,9.14,-0.3,-8.7,-0.3,http://insider.espn.go.com/nba/players/hollinger?playerId=848,John Thomas
2004-05 Regular Season,,"Samaki Walker, WSH",14,9.6,0.371,9,18.1,12.1,6,8.7,7.6,3.13,-0.3,-8.8,-0.3,http://insider.espn.go.com/nba/players/hollinger?playerId=882,Samaki Walker
2004-05 Regular Season,,"Jamison Brewer, NY",18,10.3,0.363,17.7,19.2,13,4,10.2,7,4.01,-0.3,-9.2,-0.3,http://insider.espn.go.com/nba/players/hollinger?playerId=980,Jamison Brewer
2004-05 Regular Season,Hollinger Stats - Estimated Wins Added - All Players,,,,,,,,,,,,,,,,
2004-05 Regular Season,RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
2004-05 Regular Season,401,"Jared Reiner, CHI",19,6.9,0.331,2.4,21.6,12.2,11,21,16.1,2.31,-0.3,-9.2,-0.3,http://insider.espn.go.com/nba/players/hollinger?playerId=2466,Jared Reiner
2004-05 Regular Season,,"Matt Barnes, PHI/SAC",43,16.6,0.465,20.5,16.2,13.2,8,13.1,10.4,8.98,-0.3,-9.4,-0.3,http://insider.espn.go.com/nba/players/hollinger?playerId=1765,Matt Barnes
2004-05 Regular Season,,"Elden Campbell, DET/NJ",40,9.8,0.408,9.7,14.9,8.8,7,19.5,13.2,7.18,-0.3,-9.5,-0.3,http://insider.espn.go.com/nba/players/hollinger?playerId=127,Elden Campbell
2004-05 Regular Season,,"Steve Blake, WSH",44,14.7,0.468,22.1,12.5,16,3,9.5,6.2,8.43,-0.3,-9.7,-0.3,http://insider.espn.go.com/nba/players/hollinger?playerId=1994,Steve Blake
2004-05 Regular Season,,"Reece Gaines, HOU/MIL",21,8.9,0.396,10.6,10.6,13.9,1,3,2.2,3.5,-0.3,-9.9,-0.3,http://insider.espn.go.com/nba/players/hollinger?playerId=2002,Reece Gaines
2004-05 Regular Season,406,"Darko Milicic, DET",37,6.9,0.387,6.4,14.6,17.2,1,18.3,9.9,4.75,-0.4,-10.6,-0.4,http://insider.espn.go.com/nba/players/hollinger?playerId=2171,Darko Milicic
2004-05 Regular Season,,"Kirk Snyder, UTAH",68,13.3,0.456,7.8,12.5,20,7,10,8.3,8.63,-0.4,-10.7,-0.4,http://insider.espn.go.com/nba/players/hollinger?playerId=2445,Kirk Snyder
2004-05 Regular Season,,"Jared Jeffries, WSH",77,26.1,0.513,19.5,14.7,13.1,8,12.9,10.5,11.21,-0.4,-10.8,-0.4,http://insider.espn.go.com/nba/players/hollinger?playerId=1717,Jared Jeffries
2004-05 Regular Season,,"Michael Doleac, MIA",80,14.7,0.46,10.9,8.3,13.7,8,17.7,12.9,9.76,-0.4,-10.9,-0.4,http://insider.espn.go.com/nba/players/hollinger?playerId=207,Michael Doleac
2004-05 Regular Season,,"Ervin Johnson, MIN",46,8.9,0.562,6.7,20.2,8.5,13,18.7,15.7,8.31,-0.4,-11,-0.4,http://insider.espn.go.com/nba/players/hollinger?playerId=393,Ervin Johnson
2004-05 Regular Season,RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
2004-05 Regular Season,,"Lucious Harris, CLE",73,15.5,0.475,12,7.1,13.4,4,8.8,6.3,9.04,-0.4,-11.1,-0.4,http://insider.espn.go.com/nba/players/hollinger?playerId=309,Lucious Harris
2004-05 Regular Season,,"Darvin Ham, DET",47,5.9,0.454,7.9,12.6,9.1,8,6.8,7.5,5.64,-0.4,-11.3,-0.4,http://insider.espn.go.com/nba/players/hollinger?playerId=291,Darvin Ham
2004-05 Regular Season,,"Michael Curry, IND",18,13.8,0.461,28.6,9.5,7.1,4,9,6.5,5.1,-0.4,-11.4,-0.4,http://insider.espn.go.com/nba/players/hollinger?playerId=176,Michael Curry
2004-05 Regular Season,,"Jackson Vroman, NO/PHX",46,15.3,0.457,11.9,19,17.9,10,19.6,14.8,9.59,-0.4,-11.7,-0.4,http://insider.espn.go.com/nba/players/hollinger?playerId=2449,Jackson Vroman
2004-05 Regular Season,,"Antonio Davis, CHI",72,25.6,0.516,12.1,14.5,13,9,16.6,13,11.15,-0.4,-11.8,-0.4,http://insider.espn.go.com/nba/players/hollinger?playerId=189,Antonio Davis
2004-05 Regular Season,,"Aleksandar Radojevic, UTAH",12,10.7,0.406,13.5,33.8,13,8,18.9,13.6,-1.54,-0.4,-11.8,-0.4,http://insider.espn.go.com/nba/players/hollinger?playerId=683,Aleksandar Radojevic
2004-05 Regular Season,,"Victor Khryapa, POR",32,16.3,0.474,12.5,16.5,14.2,6,17,11.9,9.01,-0.4,-11.8,-0.4,http://insider.espn.go.com/nba/players/hollinger?playerId=2435,Victor Khryapa
2004-05 Regular Season,,"Maciej Lampe, NO/PHX",37,10.3,0.406,6.5,10,15.5,7,19.9,12.9,7.27,-0.4,-12,-0.4,http://insider.espn.go.com/nba/players/hollinger?playerId=2169,Maciej Lampe
2004-05 Regular Season,,"Junior Harrington, NO",29,19,0.421,20.9,13.8,19.2,3,11.2,6.8,7.76,-0.4,-12,-0.4,http://insider.espn.go.com/nba/players/hollinger?playerId=1816,Junior Harrington
2004-05 Regular Season,,"DeSagana Diop, CLE",39,7.8,0.281,15.3,12.2,11.6,11,15.8,13.5,6.29,-0.4,-12.2,-0.4,http://insider.espn.go.com/nba/players/hollinger?playerId=992,DeSagana Diop
2004-05 Regular Season,RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
2004-05 Regular Season,,"Moochie Norris, HOU/NY",38,9.5,0.376,21,14.6,21.6,3,8.7,6,6.14,-0.4,-12.2,-0.4,http://insider.espn.go.com/nba/players/hollinger?playerId=608,Moochie Norris
2004-05 Regular Season,,"Clarence Weatherspoon, HOU",40,13.1,0.475,10.5,9.3,11.7,8,18.8,13.5,9,-0.4,-12.2,-0.4,http://insider.espn.go.com/nba/players/hollinger?playerId=896,Clarence Weatherspoon
2004-05 Regular Season,,"Lionel Chalmers, LAC",36,12,0.409,24.2,11.4,16.6,1,7.3,4.3,6.49,-0.4,-12.4,-0.4,http://insider.espn.go.com/nba/players/hollinger?playerId=2372,Lionel Chalmers
2004-05 Regular Season,,"Nikoloz Tskitishvili, DEN/GS",35,6.3,0.324,9.4,17.9,17.1,8,13.1,10.6,2.68,-0.4,-12.5,-0.4,http://insider.espn.go.com/nba/players/hollinger?playerId=1728,Nikoloz Tskitishvili
2004-05 Regular Season,,"Aaron Williams, NJ/TOR",42,7.5,0.518,8.4,17.8,12.1,6,19.5,12.4,5.97,-0.4,-12.7,-0.4,http://insider.espn.go.com/nba/players/hollinger?playerId=923,Aaron Williams
2004-05 Regular Season,,"Jabari Smith, NJ",45,14.4,0.482,15.2,15.7,14.1,5,15.4,10.3,8.38,-0.4,-13,-0.4,http://insider.espn.go.com/nba/players/hollinger?playerId=793,Jabari Smith
2004-05 Regular Season,,"Howard Eisley, UTAH",74,19.3,0.47,31.2,13.8,18.3,1,6.7,3.9,9.35,-0.4,-13.2,-0.4,http://insider.espn.go.com/nba/players/hollinger?playerId=220,Howard Eisley
2004-05 Regular Season,,"Kris Humphries, UTAH",67,13,0.419,10.1,12.2,18.7,10,18.1,14,9.54,-0.4,-13.3,-0.4,http://insider.espn.go.com/nba/players/hollinger?playerId=2433,Kris Humphries
2004-05 Regular Season,429,"Boris Diaw, ATL",66,18.2,0.479,26.4,15.4,15.4,5,11.8,8.2,10.05,-0.5,-13.5,-0.5,http://insider.espn.go.com/nba/players/hollinger?playerId=2167,Boris Diaw
2004-05 Regular Season,,"Curtis Borchardt, UTAH",67,12.8,0.492,16.1,17.1,13,12,20.5,16.2,9.4,-0.5,-13.9,-0.5,http://insider.espn.go.com/nba/players/hollinger?playerId=1704,Curtis Borchardt
2004-05 Regular Season,RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
2004-05 Regular Season,,"Royal Ivey, ATL",62,13,0.484,26.5,14.9,15.8,3,9.9,6,8.9,-0.5,-14,-0.5,http://insider.espn.go.com/nba/players/hollinger?playerId=2387,Royal Ivey
2004-05 Regular Season,,"Jerome James, SEA",80,16.6,0.533,4,18.4,14.4,7,14.7,11.1,10.03,-0.5,-14.1,-0.5,http://insider.espn.go.com/nba/players/hollinger?playerId=383,Jerome James
2004-05 Regular Season,,"Tom Gugliotta, ATL/BOS",47,20.6,0.46,17.7,14.8,15.3,6,17.5,11.5,9.92,-0.5,-14.3,-0.5,http://insider.espn.go.com/nba/players/hollinger?playerId=287,Tom Gugliotta
2004-05 Regular Season,,"Ryan Bowen, HOU",66,9.2,0.462,12.4,4.8,9,4,10.4,7.3,7.71,-0.5,-14.8,-0.5,http://insider.espn.go.com/nba/players/hollinger?playerId=84,Ryan Bowen
2004-05 Regular Season,,"Rodney Rogers, NO/PHI",58,23.6,0.462,13.2,13.2,16,8,16.7,12.1,8.91,-0.5,-15.4,-0.5,http://insider.espn.go.com/nba/players/hollinger?playerId=729,Rodney Rogers
2004-05 Regular Season,,"Vin Baker, HOU/NY",27,7.6,0.354,13.1,22.2,13.2,10,12.4,11.4,1.4,-0.5,-15.5,-0.5,http://insider.espn.go.com/nba/players/hollinger?playerId=34,Vin Baker
2004-05 Regular Season,,"Clifford Robinson, GS/NJ",71,23.8,0.471,14.1,9,15.9,3,8.7,5.7,10.29,-0.5,-15.6,-0.5,http://insider.espn.go.com/nba/players/hollinger?playerId=714,Clifford Robinson
2004-05 Regular Season,,"Pat Garrity, ORL",71,13.5,0.505,7.9,7.9,14.5,3,11.9,7.3,9.15,-0.5,-16.1,-0.5,http://insider.espn.go.com/nba/players/hollinger?playerId=264,Pat Garrity
2004-05 Regular Season,439,"Shandon Anderson, MIA/NY",66,17.7,0.518,19.1,13.7,11.1,4,14.6,9.6,8.98,-0.6,-16.7,-0.6,http://insider.espn.go.com/nba/players/hollinger?playerId=17,Shandon Anderson
2004-05 Regular Season,,"Trenton Hassell, MIN",82,25.2,0.515,17.8,8.9,12.5,5,7.4,6,9.36,-0.6,-17.6,-0.6,http://insider.espn.go.com/nba/players/hollinger?playerId=998,Trenton Hassell
2004-05 Regular Season,RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
2004-05 Regular Season,,"Erick Strickland, MIL",62,16.4,0.453,22.5,12.5,17.2,1,10.7,6,8.09,-0.6,-17.8,-0.6,http://insider.espn.go.com/nba/players/hollinger?playerId=820,Erick Strickland
2004-05 Regular Season,,"Chris Duhon, CHI",82,26.5,0.471,38.5,11.5,13.9,1,9.7,5.5,9.87,-0.6,-18.3,-0.6,http://insider.espn.go.com/nba/players/hollinger?playerId=2377,Chris Duhon
2004-05 Regular Season,,"Tony Massenburg, SA",61,11.5,0.467,5.3,15.2,14.9,9,18.3,13.6,8.58,-0.6,-18.4,-0.6,http://insider.espn.go.com/nba/players/hollinger?playerId=519,Tony Massenburg
2004-05 Regular Season,,"Calbert Cheaney, GS",55,17.3,0.444,16.8,9.2,13.9,3,11,7.1,7.83,-0.6,-18.4,-0.6,http://insider.espn.go.com/nba/players/hollinger?playerId=144,Calbert Cheaney
2004-05 Regular Season,,"Maurice Taylor, HOU/NY",65,20.6,0.48,10.3,14.4,19.5,7,18.4,12.7,9.46,-0.6,-19,-0.6,http://insider.espn.go.com/nba/players/hollinger?playerId=837,Maurice Taylor
2004-05 Regular Season,,"Bruce Bowen, SA",82,32,0.521,15.2,6.9,11.6,2,10.5,6.3,9.57,-0.6,-19.4,-0.6,http://insider.espn.go.com/nba/players/hollinger?playerId=83,Bruce Bowen
2004-05 Regular Season,,"Brian Grant, LAL",69,16.5,0.539,10.6,13.4,10.5,10,15.4,12.8,10,-0.6,-19.4,-0.6,http://insider.espn.go.com/nba/players/hollinger?playerId=280,Brian Grant
2004-05 Regular Season,448,"Theo Ratliff, POR",63,27.5,0.5,8.6,14.2,8.7,8,14.1,11,10.12,-0.7,-19.8,-0.7,http://insider.espn.go.com/nba/players/hollinger?playerId=687,Theo Ratliff
2004-05 Regular Season,,"Matt Freije, NO",23,19.2,0.356,11.9,10.1,14.5,4,12.6,8.2,4.13,-0.7,-20,-0.7,http://insider.espn.go.com/nba/players/hollinger?playerId=2380,Matt Freije
2004-05 Regular Season,,"George Lynch, NO",44,21.2,0.412,25.6,16.6,12.7,7,15.8,11,7.88,-0.7,-20,-0.7,http://insider.espn.go.com/nba/players/hollinger?playerId=491,George Lynch
2004-05 Regular Season,Hollinger Stats - Estimated Wins Added - All Players,,,,,,,,,,,,,,,,
2004-05 Regular Season,RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
2004-05 Regular Season,451,"Theron Smith, CHA",33,15.5,0.367,14.1,13.6,13.9,8,18.2,13,5.19,-0.7,-20.3,-0.7,http://insider.espn.go.com/nba/players/hollinger?playerId=2181,Theron Smith
2004-05 Regular Season,,"Jacque Vaughn, NJ",71,19.9,0.511,24,11,13.7,1,7.8,4.6,8.91,-0.7,-21.6,-0.7,http://insider.espn.go.com/nba/players/hollinger?playerId=874,Jacque Vaughn
2004-05 Regular Season,,"Jarron Collins, UTAH",50,19.2,0.509,20,11.2,11.3,7,14.2,10.6,8.06,-0.7,-22.4,-0.7,http://insider.espn.go.com/nba/players/hollinger?playerId=988,Jarron Collins
2004-05 Regular Season,454,"Quinton Ross, LAC",78,21.3,0.471,18.7,9.2,12.6,4,10.6,7.6,8.92,-0.8,-22.6,-0.8,http://insider.espn.go.com/nba/players/hollinger?playerId=2188,Quinton Ross
2004-05 Regular Season,,"Rafael Araujo, TOR",59,12.5,0.492,6,19.5,13.7,9,19.7,14.2,7.09,-0.8,-22.7,-0.8,http://insider.espn.go.com/nba/players/hollinger?playerId=2368,Rafael Araujo
2004-05 Regular Season,,"Aaron McKie, PHI",68,16.4,0.51,36.4,11,7.4,2,15.5,8.7,8.47,-0.8,-23.2,-0.8,http://insider.espn.go.com/nba/players/hollinger?playerId=539,Aaron McKie
2004-05 Regular Season,,"Walter McCarty, BOS/PHX",72,12.6,0.525,11.5,11.2,12.9,5,11.6,8.1,8.21,-0.8,-24.2,-0.8,http://insider.espn.go.com/nba/players/hollinger?playerId=522,Walter McCarty
2004-05 Regular Season,,"Mark Madsen, MIN",41,14.7,0.526,14.3,19.1,7.7,13,11.8,12.2,6.89,-0.8,-25.1,-0.8,http://insider.espn.go.com/nba/players/hollinger?playerId=496,Mark Madsen
2004-05 Regular Season,459,"Ira Newble, CLE",74,24.8,0.482,15,10.1,12,5,9.4,7.1,8.61,-0.9,-27.5,-0.9,http://insider.espn.go.com/nba/players/hollinger?playerId=601,Ira Newble
2004-05 Regular Season,460,"Eric Snow, CLE",81,22.8,0.445,41.3,11.6,12.2,2,7.7,5,9.02,-1,-29,-1,http://insider.espn.go.com/nba/players/hollinger?playerId=796,Eric Snow
2004-05 Regular Season,RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
2004-05 Regular Season,461,"Michael Ruffin, WSH",79,16,0.432,27.1,18.6,6,14,16.2,14.8,8.59,-1.4,-41.1,-1.4,http://insider.espn.go.com/nba/players/hollinger?playerId=741,Michael Ruffin
2004-05 Regular Season,462,"Jason Collins, NJ",80,31.8,0.471,14.2,12.3,10.7,7,16.1,11.5,8.61,-1.7,-51.5,-1.7,http://insider.espn.go.com/nba/players/hollinger?playerId=987,Jason Collins
2004-05 Regular Season,,"Tony Battie, ORL",81,23.4,0.498,8.1,15.6,9.9,7,20,13.4,8.58,-1.7,-51.9,-1.7,http://insider.espn.go.com/nba/players/hollinger?playerId=45,Tony Battie
2003-04 Regular Season,Hollinger Stats - Estimated Wins Added - All Players,,,,,,,,,,,,,,,,
2003-04 Regular Season,RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
2003-04 Regular Season,1,"Kevin Garnett, MIN",82,39.4,0.547,16.8,8.7,27.1,9,30,20.1,29.5,14.5,434.6,14.5,http://insider.espn.go.com/nba/players/hollinger?playerId=261,Kevin Garnett
2003-04 Regular Season,2,"Tracy McGrady, ORL",67,39.9,0.526,15.8,7.7,30.9,4,13.3,8.5,25.28,10.8,323.3,10.8,http://insider.espn.go.com/nba/players/hollinger?playerId=532,Tracy McGrady
2003-04 Regular Season,3,"Tim Duncan, SA",69,36.6,0.534,11.6,10,27.1,10,27.6,19,27.14,9.6,288.1,9.6,http://insider.espn.go.com/nba/players/hollinger?playerId=215,Tim Duncan
2003-04 Regular Season,,"Peja Stojakovic, SAC",81,40.3,0.624,9.1,8.1,21.2,3,14.1,8.8,21.76,9.6,286.8,9.6,http://insider.espn.go.com/nba/players/hollinger?playerId=813,Peja Stojakovic
2003-04 Regular Season,5,"Sam Cassell, MIN",81,35,0.566,26.6,9.9,26.1,2,8.7,5.5,22.84,9,271.4,9,http://insider.espn.go.com/nba/players/hollinger?playerId=138,Sam Cassell
2003-04 Regular Season,6,"Kobe Bryant, LAL",65,37.6,0.551,17.2,8.9,27,5,12,8.3,23.67,8.4,253.1,8.4,http://insider.espn.go.com/nba/players/hollinger?playerId=110,Kobe Bryant
2003-04 Regular Season,,"Shaquille O'Neal, LAL",67,36.8,0.578,12,11.9,23.9,11,24.4,17.7,24.48,8.4,250.7,8.4,http://insider.espn.go.com/nba/players/hollinger?playerId=614,Shaquille O'Neal
2003-04 Regular Season,8,"Stephon Marbury, NY/PHX",81,40.2,0.519,28.2,9.8,26,2,6.6,4.6,20.41,8.3,249.5,8.3,http://insider.espn.go.com/nba/players/hollinger?playerId=509,Stephon Marbury
2003-04 Regular Season,,"Dirk Nowitzki, DAL",77,37.9,0.561,11.3,7.3,22.6,3,22.2,12.5,22.56,8.3,248.3,8.3,http://insider.espn.go.com/nba/players/hollinger?playerId=609,Dirk Nowitzki
2003-04 Regular Season,10,"Andrei Kirilenko, UTAH",78,37.1,0.559,15.2,13.4,20.8,10,17.5,13.5,22.79,8.1,244.4,8.1,http://insider.espn.go.com/nba/players/hollinger?playerId=434,Andrei Kirilenko
2003-04 Regular Season,RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
2003-04 Regular Season,11,"Michael Redd, MIL",82,36.8,0.544,9.6,6,23.6,4,10.9,7.7,19.87,7.7,231.1,7.7,http://insider.espn.go.com/nba/players/hollinger?playerId=692,Michael Redd
2003-04 Regular Season,12,"Elton Brand, LAC",69,38.7,0.567,13.9,11.8,22,11,19.1,15.2,23.32,7.5,225.9,7.5,http://insider.espn.go.com/nba/players/hollinger?playerId=91,Elton Brand
2003-04 Regular Season,13,"Paul Pierce, BOS",80,38.7,0.517,16.5,12.2,27.6,3,16.4,9.6,19.37,7.4,220.5,7.4,http://insider.espn.go.com/nba/players/hollinger?playerId=662,Paul Pierce
2003-04 Regular Season,14,"Yao Ming, HOU",82,32.8,0.586,7.9,13.2,22.4,9,22.4,16.1,21.96,7.3,218.5,7.3,http://insider.espn.go.com/nba/players/hollinger?playerId=1722,Yao Ming
2003-04 Regular Season,,"Vince Carter, TOR",73,38.2,0.501,15.7,10.1,29.6,4,10.6,7.2,19.99,7.3,218.3,7.3,http://insider.espn.go.com/nba/players/hollinger?playerId=136,Vince Carter
2003-04 Regular Season,16,"Baron Davis, NO",67,40.1,0.492,22,9.5,29.2,3,9.6,6.1,20.74,7.1,213,7.1,http://insider.espn.go.com/nba/players/hollinger?playerId=194,Baron Davis
2003-04 Regular Season,17,"LeBron James, CLE",79,39.5,0.488,19.1,11.2,26.9,4,11.8,7.7,18.3,7,209.3,7,http://insider.espn.go.com/nba/players/hollinger?playerId=1966,LeBron James
2003-04 Regular Season,18,"Steve Nash, DAL",78,33.5,0.59,37.1,11.3,20.6,2,7.4,4.8,20.46,6.7,200.9,6.7,http://insider.espn.go.com/nba/players/hollinger?playerId=592,Steve Nash
2003-04 Regular Season,,"Mike Bibby, SAC",82,36.3,0.564,22.7,9,21.6,3,7.8,5.3,19.23,6.7,199.7,6.7,http://insider.espn.go.com/nba/players/hollinger?playerId=61,Mike Bibby
2003-04 Regular Season,20,"Jermaine O'Neal, IND",78,35.7,0.489,8.4,9.3,27.2,8,25,16.5,21.2,6.6,199.4,6.6,http://insider.espn.go.com/nba/players/hollinger?playerId=615,Jermaine O'Neal
2003-04 Regular Season,RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
2003-04 Regular Season,,"Corey Maggette, LAC",73,36,0.586,13,12.1,23.6,4,14.6,9.3,20.1,6.6,198.1,6.6,http://insider.espn.go.com/nba/players/hollinger?playerId=497,Corey Maggette
2003-04 Regular Season,22,"Shawn Marion, PHX",79,40.7,0.513,11.7,8.5,20.4,7,18.7,13.1,19.96,6.5,196.4,6.5,http://insider.espn.go.com/nba/players/hollinger?playerId=510,Shawn Marion
2003-04 Regular Season,,"Ray Allen, SEA",56,38.4,0.566,17.2,10,25.6,4,11.8,7.8,21.76,6.5,193.8,6.5,http://insider.espn.go.com/nba/players/hollinger?playerId=9,Ray Allen
2003-04 Regular Season,24,"Zach Randolph, POR",81,37.9,0.528,8.4,12.7,25.1,9,23.4,16.5,19.63,6.4,191.6,6.4,http://insider.espn.go.com/nba/players/hollinger?playerId=1017,Zach Randolph
2003-04 Regular Season,25,"Pau Gasol, MEM",78,31.5,0.542,11.9,11.3,24.5,9,18.3,13.8,21.79,6.2,186.1,6.2,http://insider.espn.go.com/nba/players/hollinger?playerId=996,Pau Gasol
2003-04 Regular Season,26,"Richard Jefferson, NJ",82,38.2,0.573,17.2,10.8,20.9,4,13.3,8.7,18.15,6,181.4,6,http://insider.espn.go.com/nba/players/hollinger?playerId=1006,Richard Jefferson
2003-04 Regular Season,27,"Zydrunas Ilgauskas, CLE",81,31.3,0.541,7.7,11.5,20.9,12,16.3,14.2,20.28,5.9,176.3,5.9,http://insider.espn.go.com/nba/players/hollinger?playerId=362,Zydrunas Ilgauskas
2003-04 Regular Season,28,"Carlos Boozer, CLE",75,34.6,0.567,11.3,10.2,18.5,10,26.8,18.3,20.84,5.7,172.1,5.7,http://insider.espn.go.com/nba/players/hollinger?playerId=1703,Carlos Boozer
2003-04 Regular Season,,"Carmelo Anthony, DEN",82,36.5,0.509,10.5,11.4,26,7,12.1,9.4,17.58,5.7,171.6,5.7,http://insider.espn.go.com/nba/players/hollinger?playerId=1975,Carmelo Anthony
2003-04 Regular Season,,"Antawn Jamison, DAL",82,29,0.581,5.9,6.8,18.7,10,13.5,11.9,21.27,5.7,170.7,5.7,http://insider.espn.go.com/nba/players/hollinger?playerId=385,Antawn Jamison
2003-04 Regular Season,RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
2003-04 Regular Season,31,"Shareef Abdur-Rahim, ATL/POR",85,31.6,0.557,10.9,11.5,22.5,8,20.3,14.3,20,5.6,169.5,5.6,http://insider.espn.go.com/nba/players/hollinger?playerId=3,Shareef Abdur-Rahim
2003-04 Regular Season,,"Jason Kidd, NJ",67,36.6,0.485,32.5,11.3,24.5,4,16.5,10.3,19.7,5.6,167.4,5.6,http://insider.espn.go.com/nba/players/hollinger?playerId=429,Jason Kidd
2003-04 Regular Season,,"Chauncey Billups, DET",78,35.4,0.55,24.3,10.3,22.9,1,10,5.8,18.66,5.6,167.4,5.6,http://insider.espn.go.com/nba/players/hollinger?playerId=63,Chauncey Billups
2003-04 Regular Season,34,"Michael Finley, DAL",72,38.6,0.539,13.8,5.4,19.5,3,9.9,6.4,17.84,5.5,166.1,5.5,http://insider.espn.go.com/nba/players/hollinger?playerId=242,Michael Finley
2003-04 Regular Season,,"Andre Miller, DEN",82,34.6,0.541,27.3,11.7,20.5,5,9.7,7.3,18.87,5.5,166,5.5,http://insider.espn.go.com/nba/players/hollinger?playerId=557,Andre Miller
2003-04 Regular Season,36,"Metta World Peace, IND",73,37.2,0.511,15.3,11.4,24.3,4,12.5,8.4,18.21,5.4,162.4,5.4,http://insider.espn.go.com/nba/players/hollinger?playerId=25,Metta World Peace
2003-04 Regular Season,,"Brad Miller, SAC",72,36.4,0.579,23.4,10.8,16.6,8,23.3,16.1,19.42,5.4,162.3,5.4,http://insider.espn.go.com/nba/players/hollinger?playerId=556,Brad Miller
2003-04 Regular Season,38,"Lamar Odom, MIA",80,37.5,0.516,17.3,12.5,22.8,6,24.2,15.1,18.49,5.3,160.4,5.3,http://insider.espn.go.com/nba/players/hollinger?playerId=617,Lamar Odom
2003-04 Regular Season,39,"Allen Iverson, PHI",48,42.5,0.478,17.4,11.2,33,2,8.2,5.1,19.3,5.2,155.7,5.2,http://insider.espn.go.com/nba/players/hollinger?playerId=366,Allen Iverson
2003-04 Regular Season,40,"Jason Richardson, GS",78,37.6,0.504,12.1,10.5,23.6,5,15.4,10.1,16.81,5.1,153.7,5.1,http://insider.espn.go.com/nba/players/hollinger?playerId=1018,Jason Richardson
2003-04 Regular Season,RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
