Field13,Field,Field1,Field2,Field3,Field4,Field5,Field6,Field7,Field8,Field9,Field10,Field11,sortcell,Field12,EWA,Field14,Player
Select Year,Hollinger Stats - Estimated Wins Added - All Players,,,,,,,,,,,,,,,,
Select Year,RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
Select Year,,"Aaron Gordon, ORL",62,32.5,0.516,19.1,8.4,21,5.5,20.3,12.7,15.18,3.7,110.8,3.7,http://insider.espn.go.com/nba/players/hollinger?playerId=3064290,Aaron Gordon
Select Year,,"Tony Bradley, UTAH",58,11.4,0.681,8.8,11.4,15.2,19.1,25,22.2,21.78,3.7,110.6,3.7,http://insider.espn.go.com/nba/players/hollinger?playerId=4065673,Tony Bradley
Select Year,120,"T.J. McConnell, IND",71,18.7,0.54,40.1,11.3,19.8,3.2,12.4,7.8,16.52,3.6,109.3,3.6,http://insider.espn.go.com/nba/players/hollinger?playerId=2530530,T.J. McConnell
Select Year,RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
Select Year,,"Rudy Gay, SA",67,21.8,0.553,13.3,10.3,21.4,4.5,22.2,13.4,15.44,3.6,107.6,3.6,http://insider.espn.go.com/nba/players/hollinger?playerId=3005,Rudy Gay
Select Year,,"Gorgui Dieng, MIN/MEM",63,17.4,0.568,13.5,11.1,18.3,8.6,25.8,17,17.16,3.6,107.3,3.6,http://insider.espn.go.com/nba/players/hollinger?playerId=2534781,Gorgui Dieng
Select Year,123,"Willie Cauley-Stein, DAL/GS",54,20.3,0.589,15.9,9.1,14.7,8,23.3,15.5,17.06,3.5,105.9,3.5,http://insider.espn.go.com/nba/players/hollinger?playerId=2991282,Willie Cauley-Stein
Select Year,,"Delon Wright, DAL",73,21.5,0.554,31.6,9.5,15.7,4.7,13.8,9.4,15.47,3.5,104.7,3.5,http://insider.espn.go.com/nba/players/hollinger?playerId=3064447,Delon Wright
Select Year,,"Harrison Barnes, SAC",72,34.5,0.574,13.7,7.6,17.2,3.4,12.9,8.1,13.3,3.5,103.8,3.5,http://insider.espn.go.com/nba/players/hollinger?playerId=6578,Harrison Barnes
Select Year,126,"Alex Len, ATL/SAC",55,17.6,0.6,10.6,11.7,18.2,11,25.2,18,17.72,3.4,103.1,3.4,http://insider.espn.go.com/nba/players/hollinger?playerId=2596107,Alex Len
Select Year,,"Paul Millsap, DEN",51,24.3,0.591,12.7,10.7,19.9,8.9,17.6,13.2,16.96,3.4,101.1,3.4,http://insider.espn.go.com/nba/players/hollinger?playerId=3015,Paul Millsap
Select Year,128,"Terrence Ross, ORL",69,27.4,0.548,7.6,6.5,22.1,0.7,12.3,6.3,14.06,3.3,100.5,3.3,http://insider.espn.go.com/nba/players/hollinger?playerId=6619,Terrence Ross
Select Year,,"Markelle Fultz, ORL",72,27.7,0.517,27.2,10.8,22.7,2.1,11,6.4,14.35,3.3,99.7,3.3,http://insider.espn.go.com/nba/players/hollinger?playerId=4066636,Markelle Fultz
Select Year,130,"Monte Morris, DEN",73,22.4,0.545,27.9,5.8,18.7,1.6,7.7,4.7,14.98,3.2,97.3,3.2,http://insider.espn.go.com/nba/players/hollinger?playerId=3059310,Monte Morris
Select Year,RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
Select Year,,"Boban Marjanovic, DAL",44,9.6,0.612,7,10.5,26.1,16.6,32.1,24.5,25.8,3.2,95.8,3.2,http://insider.espn.go.com/nba/players/hollinger?playerId=4376,Boban Marjanovic
Select Year,132,"Elfrid Payton, NY",45,27.7,0.47,36,10.7,22.3,4.3,14.1,9.1,15.98,3.1,92.7,3.1,http://insider.espn.go.com/nba/players/hollinger?playerId=2583639,Elfrid Payton
Select Year,,"Wendell Carter Jr., CHI",43,29.2,0.59,9.6,13.5,16,11.6,24.6,17.8,15.51,3.1,92,3.1,http://insider.espn.go.com/nba/players/hollinger?playerId=4277847,Wendell Carter Jr.
Select Year,134,"Mo Bamba, ORL",62,14.2,0.542,10.8,10.8,16.8,11.9,25.6,18.5,17.57,3,91.3,3,http://insider.espn.go.com/nba/players/hollinger?playerId=4277919,Mo Bamba
Select Year,,"Joe Harris, BKN",69,30.8,0.606,13.4,9.7,18.1,3.2,11.2,7.3,13.37,3,90.9,3,http://insider.espn.go.com/nba/players/hollinger?playerId=2528794,Joe Harris
Select Year,,"Derrick Jones Jr., MIA",59,23.3,0.62,12.5,6.1,13.5,5.6,13.1,9.5,14.92,3,90.8,3,http://insider.espn.go.com/nba/players/hollinger?playerId=3936099,Derrick Jones Jr.
Select Year,,"Jabari Parker, ATL/SAC",38,24.1,0.571,11.4,10.7,23.4,7.1,18.3,12.6,18.08,3,90.1,3,http://insider.espn.go.com/nba/players/hollinger?playerId=3056600,Jabari Parker
Select Year,138,"Tyus Jones, MEM",65,19,0.532,35.9,6.9,19.1,0.8,7.9,4.4,15.75,2.9,87.3,2.9,http://insider.espn.go.com/nba/players/hollinger?playerId=3135046,Tyus Jones
Select Year,,"Bismack Biyombo, CHA",53,19.4,0.57,11.3,10.8,16.6,12.3,20.7,16.3,16.18,2.9,85.7,2.9,http://insider.espn.go.com/nba/players/hollinger?playerId=6427,Bismack Biyombo
Select Year,140,"Troy Brown Jr., WSH",69,25.8,0.524,18.9,8.4,18,4.5,19.6,11.7,13.7,2.8,85.2,2.8,http://insider.espn.go.com/nba/players/hollinger?playerId=4278508,Troy Brown Jr.
Select Year,RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
Select Year,,"Jonathan Isaac, ORL",34,28.8,0.552,10.4,10.6,17.9,6.2,19.6,12.7,17.31,2.8,85,2.8,http://insider.espn.go.com/nba/players/hollinger?playerId=4065654,Jonathan Isaac
Select Year,,"Dwight Powell, DAL",40,26.5,0.677,15.8,9.7,12.7,7.5,14.8,11.2,15.96,2.8,84.9,2.8,http://insider.espn.go.com/nba/players/hollinger?playerId=2531367,Dwight Powell
Select Year,,"Patty Mills, SA",66,22.5,0.592,14.4,6.6,20,1.6,6.2,3.9,14.82,2.8,84.7,2.8,http://insider.espn.go.com/nba/players/hollinger?playerId=4004,Patty Mills
Select Year,,"Duncan Robinson, MIA",73,29.7,0.684,11.5,7.9,15.5,0.5,11,6,13.12,2.8,84.7,2.8,http://insider.espn.go.com/nba/players/hollinger?playerId=3157465,Duncan Robinson
Select Year,,"Taj Gibson, NY",62,16.5,0.61,12.7,11.5,14.9,11.2,16.7,13.9,16.14,2.8,84.7,2.8,http://insider.espn.go.com/nba/players/hollinger?playerId=3986,Taj Gibson
Select Year,,"Tomas Satoransky, CHI",65,28.9,0.533,32.5,11.9,18.3,4.3,11,7.5,13.52,2.8,84.5,2.8,http://insider.espn.go.com/nba/players/hollinger?playerId=6621,Tomas Satoransky
Select Year,,"OG Anunoby, TOR",69,29.9,0.6,13.5,9.9,14,4.2,14.2,9.3,13.23,2.8,84.2,2.8,http://insider.espn.go.com/nba/players/hollinger?playerId=3934719,OG Anunoby
Select Year,,"Jerami Grant, DEN",71,26.6,0.591,10.1,7.2,17.7,3.4,11.2,7.3,14.46,2.8,83.5,2.8,http://insider.espn.go.com/nba/players/hollinger?playerId=2991070,Jerami Grant
Select Year,149,"Donte DiVincenzo, MIL",66,23,0.557,19.4,11.4,17.4,4.6,15.5,10.3,14.09,2.7,81.3,2.7,http://insider.espn.go.com/nba/players/hollinger?playerId=3934673,Donte DiVincenzo
Select Year,,"Doug McDermott, IND",69,19.9,0.62,11.3,6.1,18.9,2.1,11.7,7,14.43,2.7,80.5,2.7,http://insider.espn.go.com/nba/players/hollinger?playerId=2528588,Doug McDermott
Select Year,Hollinger Stats - Estimated Wins Added - All Players,,,,,,,,,,,,,,,,
Select Year,RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
Select Year,151,"Jeff Teague, ATL/MIN",59,24.8,0.557,30.8,11.6,19.6,1.9,8.6,5.2,14.66,2.7,79.9,2.7,http://insider.espn.go.com/nba/players/hollinger?playerId=4015,Jeff Teague
Select Year,,"Marcus Smart, BOS",60,32,0.518,25.5,9,19.9,2.4,10.1,6.3,13.78,2.7,79.7,2.7,http://insider.espn.go.com/nba/players/hollinger?playerId=2990992,Marcus Smart
Select Year,153,"Ish Smith, WSH",68,26.3,0.509,28.9,8.2,20.4,1.8,12,6.7,13.96,2.6,78.8,2.6,http://insider.espn.go.com/nba/players/hollinger?playerId=4305,Ish Smith
Select Year,,"Glenn Robinson III, GS/PHI",62,28.8,0.577,12.3,7,16.3,4.8,11.9,8.2,13.4,2.6,77.3,2.6,http://insider.espn.go.com/nba/players/hollinger?playerId=2991039,Glenn Robinson III
Select Year,,"Rondae Hollis-Jefferson, TOR",60,18.7,0.533,19,10.6,17.2,10.6,15.9,13.3,15.09,2.6,76.8,2.6,http://insider.espn.go.com/nba/players/hollinger?playerId=3064291,Rondae Hollis-Jefferson
Select Year,156,"Mikal Bridges, PHX",73,28,0.62,17.4,9.9,12.7,3.5,12.4,7.9,12.97,2.5,75.2,2.5,http://insider.espn.go.com/nba/players/hollinger?playerId=3147657,Mikal Bridges
Select Year,,"Eric Paschall, GS",60,27.6,0.571,13.3,9.9,21,5.2,13.1,9,14.53,2.5,74.7,2.5,http://insider.espn.go.com/nba/players/hollinger?playerId=3133817,Eric Paschall
Select Year,158,"Robert Williams III, BOS",29,13.4,0.728,17.9,13.9,13.8,11.2,24,17.7,23.12,2.4,72.5,2.4,http://insider.espn.go.com/nba/players/hollinger?playerId=4066211,Robert Williams III
Select Year,,"Kendrick Nunn, MIA",67,29.3,0.534,17,8.8,23.8,1.2,8.7,5.1,12.95,2.4,71.8,2.4,http://insider.espn.go.com/nba/players/hollinger?playerId=3056247,Kendrick Nunn
Select Year,160,"Jeremy Lamb, IND",46,28.1,0.547,14.3,7.4,19.2,2.1,14.8,8.5,14.05,2.3,68.3,2.3,http://insider.espn.go.com/nba/players/hollinger?playerId=6603,Jeremy Lamb
Select Year,RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
Select Year,,"Joe Ingles, UTAH",72,29.7,0.595,33.6,12.8,16.4,1.4,12.5,7.2,12.64,2.3,68.2,2.3,http://insider.espn.go.com/nba/players/hollinger?playerId=2968436,Joe Ingles
Select Year,162,"Damian Jones, ATL",55,16.1,0.712,12.6,10.1,11.2,8.9,16.2,12.5,15.58,2.2,65.9,2.2,http://insider.espn.go.com/nba/players/hollinger?playerId=3064559,Damian Jones
Select Year,,"Dario Saric, PHX",66,24.7,0.592,15.3,10.9,17.6,6.7,21.1,13.8,14.2,2.2,65.8,2.2,http://insider.espn.go.com/nba/players/hollinger?playerId=3032978,Dario Saric
Select Year,,"Lonzo Ball, NO",63,32.1,0.517,32.4,14.3,20.2,3.7,16.4,10,13.17,2.2,65.7,2.2,http://insider.espn.go.com/nba/players/hollinger?playerId=4066421,Lonzo Ball
Select Year,,"Bobby Portis, NY",66,21.1,0.53,12.2,9.1,21.5,6,20.4,12.9,14.65,2.2,65.6,2.2,http://insider.espn.go.com/nba/players/hollinger?playerId=3064482,Bobby Portis
Select Year,,"Mike Conley, UTAH",47,29,0.537,22.4,9.9,23.6,2.8,9.2,6.1,14.19,2.2,64.8,2.2,http://insider.espn.go.com/nba/players/hollinger?playerId=3195,Mike Conley
Select Year,,"D.J. Augustin, ORL",57,24.9,0.554,29.5,9.7,20.5,1.6,7.8,4.6,14.06,2.2,64.8,2.2,http://insider.espn.go.com/nba/players/hollinger?playerId=3415,D.J. Augustin
Select Year,,"Aron Baynes, PHX",42,22.3,0.581,12.6,9.4,20.6,8.3,20,14.1,15.22,2.2,64.5,2.2,http://insider.espn.go.com/nba/players/hollinger?playerId=2968439,Aron Baynes
Select Year,169,"Lauri Markkanen, CHI",50,29.8,0.56,9.1,10,20.6,4.2,19.7,11.6,14.32,2.1,62.9,2.1,http://insider.espn.go.com/nba/players/hollinger?playerId=4066336,Lauri Markkanen
Select Year,,"Kelly Olynyk, MIA",67,19.4,0.621,18.4,11.3,17.3,3.9,21.6,13.1,14.67,2.1,61.6,2.1,http://insider.espn.go.com/nba/players/hollinger?playerId=2489663,Kelly Olynyk
Select Year,RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
Select Year,171,"Terence Davis, TOR",72,16.8,0.588,17.6,11.6,18.9,4.5,16,10.3,13.88,2,61,2,http://insider.espn.go.com/nba/players/hollinger?playerId=3919454,Terence Davis
Select Year,,"Jalen Brunson, DAL",57,17.9,0.553,27.9,9.8,21.7,2.3,11.3,6.9,14.96,2,60.4,2,http://insider.espn.go.com/nba/players/hollinger?playerId=3934672,Jalen Brunson
Select Year,,"Maxi Kleber, DAL",74,25.5,0.605,12.6,8.3,13.7,6.3,15.1,10.8,13.62,2,59.8,2,http://insider.espn.go.com/nba/players/hollinger?playerId=2960236,Maxi Kleber
Select Year,,"Robert Covington, HOU/MIN",70,30.5,0.559,9.1,10.6,15,3,20.2,11.4,13.38,2,59.8,2,http://insider.espn.go.com/nba/players/hollinger?playerId=2490620,Robert Covington
Select Year,,"Harry Giles III, SAC",46,14.5,0.58,15.9,11.7,20.5,7.1,25.1,15.9,16.51,2,58.8,2,http://insider.espn.go.com/nba/players/hollinger?playerId=4065649,Harry Giles III
Select Year,176,"Dorian Finney-Smith, DAL",71,29.9,0.595,15.1,9.2,12.9,7.3,12.7,10,12.35,1.9,58.4,1.9,http://insider.espn.go.com/nba/players/hollinger?playerId=2578185,Dorian Finney-Smith
Select Year,,"Jae Crowder, MIA/MEM",65,28.8,0.553,19,8.1,15.1,3,18.5,11,12.57,1.9,57.8,1.9,http://insider.espn.go.com/nba/players/hollinger?playerId=6581,Jae Crowder
Select Year,,"Moritz Wagner, WSH",45,18.6,0.638,13,15.4,18.4,7,22.2,14.3,15.13,1.9,57.7,1.9,http://insider.espn.go.com/nba/players/hollinger?playerId=3150844,Moritz Wagner
Select Year,,"Shabazz Napier, MIN/WSH",56,24,0.552,28.7,14,20.9,2,10.9,6.3,13.83,1.9,56.8,1.9,http://insider.espn.go.com/nba/players/hollinger?playerId=2530780,Shabazz Napier
Select Year,180,"Michael Carter-Williams, ORL",45,18.5,0.535,23.6,11.2,19.1,5.8,13.5,9.5,15.37,1.8,54.3,1.8,http://insider.espn.go.com/nba/players/hollinger?playerId=2596108,Michael Carter-Williams
Select Year,RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
Select Year,,"Jahlil Okafor, NO",30,15.6,0.642,14,14.4,19.8,10.9,18,14.4,18.39,1.8,54.3,1.8,http://insider.espn.go.com/nba/players/hollinger?playerId=3135048,Jahlil Okafor
Select Year,,"Luke Kennard, DET",28,32.9,0.589,21.6,8.1,20.3,1.1,11.1,6,14.4,1.8,53.7,1.8,http://insider.espn.go.com/nba/players/hollinger?playerId=3913174,Luke Kennard
Select Year,183,"De'Anthony Melton, MEM",60,19.5,0.501,24.5,11.8,19.9,4,15.7,9.9,13.49,1.7,52.1,1.7,http://insider.espn.go.com/nba/players/hollinger?playerId=4066436,De'Anthony Melton
Select Year,,"Miles Bridges, CHA",65,30.7,0.52,11.2,9.3,19.8,4.6,15.6,9.9,12.19,1.7,50.3,1.7,http://insider.espn.go.com/nba/players/hollinger?playerId=4066383,Miles Bridges
Select Year,,"Ersan Ilyasova, MIL",63,15.7,0.589,11.3,7.8,15.6,6.6,22.7,15.1,14.89,1.7,49.9,1.7,http://insider.espn.go.com/nba/players/hollinger?playerId=2767,Ersan Ilyasova
Select Year,,"John Henson, CLE/DET",40,15,0.578,19.2,12.8,16.8,8.5,21.8,15.1,17.04,1.7,49.6,1.7,http://insider.espn.go.com/nba/players/hollinger?playerId=6592,John Henson
Select Year,187,"Shaquille Harrison, CHI",43,11.3,0.559,19.2,7.5,18.5,4.8,15.3,9.8,17.81,1.6,49.2,1.6,http://insider.espn.go.com/nba/players/hollinger?playerId=2991274,Shaquille Harrison
Select Year,,"Willy Hernangomez, CHA",31,12.1,0.576,12.9,13.4,22.8,12.1,27.5,19.5,19.24,1.6,48.4,1.6,http://insider.espn.go.com/nba/players/hollinger?playerId=2999409,Willy Hernangomez
Select Year,,"Gary Trent Jr., POR",61,21.8,0.587,11.2,3.9,15,2,5.8,3.9,12.91,1.6,47.9,1.6,http://insider.espn.go.com/nba/players/hollinger?playerId=4277843,Gary Trent Jr.
Select Year,,"Damion Lee, GS",49,29,0.548,17.4,8.7,19.1,2.4,16.3,9.1,12.75,1.6,47.7,1.6,http://insider.espn.go.com/nba/players/hollinger?playerId=2595209,Damion Lee
Select Year,RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
Select Year,,"Shake Milton, PHI",40,20.1,0.617,22.8,10.3,19.5,2.1,10,6,14.44,1.6,47.3,1.6,http://insider.espn.go.com/nba/players/hollinger?playerId=3915195,Shake Milton
Select Year,,"Jordan McLaughlin, MIN",30,19.7,0.587,35.6,8.8,17.6,1.2,7.8,4.4,16.35,1.6,47.1,1.6,http://insider.espn.go.com/nba/players/hollinger?playerId=3134916,Jordan McLaughlin
Select Year,,"Langston Galloway, DET",66,25.8,0.584,14,5.6,15.8,2.2,7.8,5,12.35,1.6,46.9,1.6,http://insider.espn.go.com/nba/players/hollinger?playerId=2530572,Langston Galloway
Select Year,194,"Cameron Johnson, PHX",57,22,0.586,13,6,15.3,4.3,12.4,8.3,12.94,1.5,45.7,1.5,http://insider.espn.go.com/nba/players/hollinger?playerId=3138196,Cameron Johnson
Select Year,,"Tyler Herro, MIA",55,27.4,0.55,13.7,9.9,21.7,1.2,14.9,8.3,12.53,1.5,45.6,1.5,http://insider.espn.go.com/nba/players/hollinger?playerId=4395725,Tyler Herro
Select Year,,"Jusuf Nurkic, POR",8,31.6,0.567,18.2,10.8,24.2,9.6,24.1,16.9,22.68,1.5,45.6,1.5,http://insider.espn.go.com/nba/players/hollinger?playerId=3102530,Jusuf Nurkic
Select Year,,"Justin Holiday, IND",73,25,0.585,14.3,6.7,13.1,1.9,12.2,7.1,12.14,1.5,44.7,1.5,http://insider.espn.go.com/nba/players/hollinger?playerId=2284101,Justin Holiday
Select Year,,"Rui Hachimura, WSH",48,30.1,0.535,11.7,7.1,18.6,5.7,17,11.1,13.56,1.5,44.3,1.5,http://insider.espn.go.com/nba/players/hollinger?playerId=4066648,Rui Hachimura
Select Year,,"Thaddeus Young, CHI",64,24.9,0.521,13.7,12,19.6,6.2,16.1,10.9,13.36,1.5,44.2,1.5,http://insider.espn.go.com/nba/players/hollinger?playerId=3244,Thaddeus Young
Select Year,,"Jordan McRae, DEN/DET/WSH",37,21.2,0.515,16.9,7.8,11.7,0,0,0,14.23,1.5,43.7,1.5,http://insider.espn.go.com/nba/players/hollinger?playerId=2531797,Jordan McRae
Select Year,Hollinger Stats - Estimated Wins Added - All Players,,,,,,,,,,,,,,,,
Select Year,RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
Select Year,201,"Ian Mahinmi, WSH",38,21.3,0.545,13.9,12.7,15.5,10.1,19.7,14.7,14.19,1.4,43.3,1.4,http://insider.espn.go.com/nba/players/hollinger?playerId=2774,Ian Mahinmi
Select Year,,"Daniel Gafford, CHI",43,14.2,0.686,10,13.8,13,9,10.3,9.6,16.21,1.4,42.8,1.4,http://insider.espn.go.com/nba/players/hollinger?playerId=4278049,Daniel Gafford
Select Year,,"Frank Kaminsky, PHX",39,19.9,0.545,16.4,8.1,20.8,4.9,20.4,12.6,14.25,1.4,42.3,1.4,http://insider.espn.go.com/nba/players/hollinger?playerId=2579294,Frank Kaminsky
Select Year,,"Kyle Anderson, MEM",67,19.9,0.534,27.3,11.1,14.2,4.7,17.6,11.3,12.57,1.4,41.2,1.4,http://insider.espn.go.com/nba/players/hollinger?playerId=2993874,Kyle Anderson
Select Year,205,"Malik Beasley, DEN/MIN",55,22,0.546,10.8,8.2,20.5,1.6,11.9,6.7,12.72,1.3,40,1.3,http://insider.espn.go.com/nba/players/hollinger?playerId=3907822,Malik Beasley
Select Year,,"Omari Spellman, GS",49,18.1,0.551,10.8,12.4,18.3,9.1,18,13.4,14.45,1.3,39,1.3,http://insider.espn.go.com/nba/players/hollinger?playerId=4065836,Omari Spellman
Select Year,,"Keldon Johnson, SA",17,17.7,0.711,11,9.5,16.8,3.6,16.8,10.2,19.15,1.3,38.9,1.3,http://insider.espn.go.com/nba/players/hollinger?playerId=4395723,Keldon Johnson
Select Year,,"Trey Lyles, SA",63,20.2,0.557,14.7,8.3,13.4,6,24.6,15.3,12.63,1.3,38.5,1.3,http://insider.espn.go.com/nba/players/hollinger?playerId=3136196,Trey Lyles
Select Year,,"Josh Richardson, PHI",55,30.8,0.533,16.6,10.7,20.7,2.7,8.7,5.7,12.02,1.3,38.4,1.3,http://insider.espn.go.com/nba/players/hollinger?playerId=2581190,Josh Richardson
Select Year,,"Malik Monk, CHA",55,21.3,0.53,15.8,10.7,23.2,2.4,12.6,7.3,12.7,1.3,38.3,1.3,http://insider.espn.go.com/nba/players/hollinger?playerId=4066262,Malik Monk
Select Year,RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
Select Year,,"Josh Hart, NO",65,27,0.563,14.1,9.8,15.3,3.7,22.1,12.8,11.95,1.3,38,1.3,http://insider.espn.go.com/nba/players/hollinger?playerId=3062679,Josh Hart
Select Year,,"Brad Wanamaker, BOS",71,19.3,0.577,26.4,11.2,16.4,1.7,9.4,5.6,12.85,1.3,37.9,1.3,http://insider.espn.go.com/nba/players/hollinger?playerId=6507,Brad Wanamaker
Select Year,,"Kyle O'Quinn, PHI",29,10.8,0.544,30.9,12.1,16.9,12,29,20.5,18.65,1.3,37.6,1.3,http://insider.espn.go.com/nba/players/hollinger?playerId=6615,Kyle O'Quinn
Select Year,214,"Furkan Korkmaz, PHI",72,21.7,0.579,10.6,7.9,18,1.3,10.6,6,12.08,1.2,36.9,1.2,http://insider.espn.go.com/nba/players/hollinger?playerId=3929325,Furkan Korkmaz
Select Year,,"Thon Maker, DET",60,12.9,0.582,13.1,13.7,15.9,7.8,16.7,12.2,13.75,1.2,36.4,1.2,http://insider.espn.go.com/nba/players/hollinger?playerId=4017843,Thon Maker
Select Year,,"Trey Burke, DAL/PHI",33,15.8,0.548,25.5,6.4,22.4,3.3,7.1,5.2,15.67,1.2,36.2,1.2,http://insider.espn.go.com/nba/players/hollinger?playerId=2579260,Trey Burke
Select Year,,"Cheick Diallo, PHX",47,10.2,0.688,10.3,15,16.4,6.9,23.7,15.2,16.53,1.2,36,1.2,http://insider.espn.go.com/nba/players/hollinger?playerId=3919335,Cheick Diallo
Select Year,,"Bruce Brown, DET",58,28.2,0.518,27.7,12.1,17,4.2,15,9.5,11.96,1.2,35.5,1.2,http://insider.espn.go.com/nba/players/hollinger?playerId=4065670,Bruce Brown
Select Year,,"Naz Reid, MIN",30,16.5,0.505,10.8,6.8,23.5,7,19.9,13.2,15.35,1.2,35.1,1.2,http://insider.espn.go.com/nba/players/hollinger?playerId=4396971,Naz Reid
Select Year,220,"Skal Labissiere, POR",33,17.2,0.588,18,12.8,14.4,12.1,19,15.6,15.38,1.1,32.8,1.1,http://insider.espn.go.com/nba/players/hollinger?playerId=3936296,Skal Labissiere
Select Year,RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
Select Year,,"Ben McLemore, HOU",71,22.8,0.622,8.5,7.3,15.4,1.3,8.9,5.1,11.86,1.1,32.8,1.1,http://insider.espn.go.com/nba/players/hollinger?playerId=2578213,Ben McLemore
Select Year,,"Jeff Green, HOU/UTAH",48,20,0.59,10.5,8.8,17.7,2.7,12,7.5,13.72,1.1,31.8,1.1,http://insider.espn.go.com/nba/players/hollinger?playerId=3209,Jeff Green
Select Year,223,"James Johnson, MIA/MIN",32,19.3,0.572,20.7,13.4,16.7,4.4,16.3,10.3,14.86,1,31,1,http://insider.espn.go.com/nba/players/hollinger?playerId=3999,James Johnson
Select Year,,"Patrick Beverley, LAC",51,26.3,0.56,30,10.8,14.4,4.5,15.8,10.3,12.54,1,30.9,1,http://insider.espn.go.com/nba/players/hollinger?playerId=3964,Patrick Beverley
Select Year,,"Reggie Jackson, DET/LAC",31,24,0.529,23.9,9.7,28,2.5,10.9,6.7,13.76,1,30.6,1,http://insider.espn.go.com/nba/players/hollinger?playerId=6443,Reggie Jackson
Select Year,,"Chris Silva, MIA",44,7.9,0.651,14.6,20.4,16.8,20.2,20.6,20.4,17.31,1,30,1,http://insider.espn.go.com/nba/players/hollinger?playerId=3923253,Chris Silva
Select Year,227,"Kevin Huerter, ATL",56,31.4,0.536,22.7,9.3,17.6,2.1,12,7,11.57,0.9,28.1,0.9,http://insider.espn.go.com/nba/players/hollinger?playerId=4066372,Kevin Huerter
Select Year,,"Dillon Brooks, MEM",73,28.9,0.51,10.5,8.7,24.6,3.5,8.6,6.1,11.35,0.9,26.9,0.9,http://insider.espn.go.com/nba/players/hollinger?playerId=3155526,Dillon Brooks
Select Year,,"Otto Porter Jr., CHI",14,23.6,0.55,13.3,5.9,20.9,4.1,12.3,8,15.87,0.9,26.5,0.9,http://insider.espn.go.com/nba/players/hollinger?playerId=2594922,Otto Porter Jr.
Select Year,,"Carmelo Anthony, POR",58,32.8,0.525,8.2,9.6,20.5,4,16.1,10.1,12.43,0.9,26.3,0.9,http://insider.espn.go.com/nba/players/hollinger?playerId=1975,Carmelo Anthony
Select Year,RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
Select Year,,"Emmanuel Mudiay, UTAH",54,15.7,0.543,20.9,13.7,22.9,2.4,13.5,8.2,13.07,0.9,26.3,0.9,http://insider.espn.go.com/nba/players/hollinger?playerId=3892818,Emmanuel Mudiay
Select Year,,"PJ Washington, CHA",58,30.3,0.547,14.2,10.8,18.6,3.5,16.6,9.8,12.48,0.9,25.8,0.9,http://insider.espn.go.com/nba/players/hollinger?playerId=4278078,PJ Washington
Select Year,233,"Josh Okogie, MIN",62,25,0.553,14.8,13,15.1,5.7,12.8,9.1,11.56,0.8,24.5,0.8,http://insider.espn.go.com/nba/players/hollinger?playerId=4065663,Josh Okogie
Select Year,,"J.J. Barea, DAL",29,15.5,0.512,30.5,10.4,26.2,2.4,9.9,6.2,14.64,0.8,24.5,0.8,http://insider.espn.go.com/nba/players/hollinger?playerId=3055,J.J. Barea
Select Year,,"Drew Eubanks, SA",22,12.4,0.682,13.1,18.4,15.4,11.1,22.6,16.8,17.35,0.8,23.7,0.8,http://insider.espn.go.com/nba/players/hollinger?playerId=3914285,Drew Eubanks
Select Year,,"Coby White, CHI",65,25.8,0.506,15.4,9.6,24.5,1.8,14,7.6,11.92,0.8,23.1,0.8,http://insider.espn.go.com/nba/players/hollinger?playerId=4395651,Coby White
Select Year,,"Noah Vonleh, DEN/MIN",36,10.5,0.622,18.1,13.5,14.3,10.1,25.3,17.4,15.5,0.8,22.5,0.8,http://insider.espn.go.com/nba/players/hollinger?playerId=3078284,Noah Vonleh
Select Year,238,"Stephen Curry, GS",5,27.8,0.557,23.2,11.2,34.7,3,17.8,10.1,21.79,0.7,22.4,0.7,http://insider.espn.go.com/nba/players/hollinger?playerId=3975,Stephen Curry
Select Year,,"Danuel House Jr., HOU",63,30.4,0.572,11.8,7.5,13.4,3.1,11.6,7.3,11.28,0.7,22.2,0.7,http://insider.espn.go.com/nba/players/hollinger?playerId=2991155,Danuel House Jr.
